Day_of_Week,Road_Type,Speed_limit,Weather_Conditions,Light_Conditions,Road_Surface_Conditions,Target
2,6,30,1,1,1,1
5,1,50,6,6,3,0
7,3,30,6,5,1,0
2,2,30,7,5,2,0
1,6,40,3,4,3,0
2,6,30,1,1,1,1
5,6,40,1,1,1,1
1,6,30,2,1,2,1
2,6,30,1,1,1,1
4,3,50,1,4,1,1
6,3,50,1,1,1,1
6,6,40,2,7,1,0
5,6,30,1,1,2,1
5,1,30,1,4,1,1
4,7,70,5,5,2,0
3,3,70,4,4,4,0
2,6,20,4,4,4,0
1,3,50,7,6,4,0
4,6,30,1,1,1,1
1,1,30,6,4,1,0
4,2,40,6,4,1,0
3,2,60,7,4,3,0
7,3,70,2,1,3,0
4,3,20,4,6,3,0
2,3,70,5,6,2,1
3,6,30,1,4,1,1
3,6,30,1,6,1,1
4,6,30,1,4,1,1
5,1,30,6,5,2,0
2,6,30,1,1,1,1
6,6,30,1,1,1,1
3,6,60,1,1,1,1
3,1,50,6,7,1,0
4,6,70,2,1,1,0
5,6,30,2,4,2,1
2,6,30,2,1,2,1
3,6,60,1,6,1,1
5,3,20,5,5,1,0
4,2,60,5,5,3,0
5,1,60,6,4,5,0
7,6,30,1,1,1,1
3,2,40,2,4,4,0
1,2,70,5,4,4,0
6,3,60,3,7,1,0
7,6,70,5,6,5,0
7,3,50,7,5,1,0
4,6,30,5,4,1,0
4,6,30,1,1,2,1
3,1,30,1,1,1,1
2,1,50,3,5,1,0
6,6,30,2,4,2,1
1,6,30,1,1,1,1
4,6,60,1,1,1,1
3,3,50,2,1,2,1
5,3,50,3,7,4,0
4,6,30,1,1,1,1
2,6,30,1,1,1,1
1,1,20,1,4,2,1
7,3,50,3,4,2,0
1,7,30,4,7,3,0
3,3,60,6,5,1,0
7,2,50,6,6,5,0
4,6,30,1,1,1,1
5,1,50,3,4,1,0
6,3,60,7,4,1,0
6,3,50,2,5,2,0
2,6,30,1,4,2,1
4,6,40,5,1,2,1
3,6,30,1,1,1,1
7,2,30,6,6,2,0
7,6,30,1,1,1,1
3,2,50,5,7,3,0
6,6,60,1,1,1,1
1,3,20,7,6,2,0
7,1,60,4,5,2,0
2,6,30,2,1,2,1
7,3,70,2,1,2,1
3,2,70,7,7,1,0
6,6,30,1,1,1,1
2,6,60,1,6,1,1
7,6,60,1,1,2,1
4,6,30,1,1,1,1
3,6,30,1,1,1,1
5,6,20,2,6,1,0
7,1,60,4,5,4,0
3,6,30,1,4,1,1
7,7,50,7,1,3,0
6,6,60,1,1,1,1
2,7,60,6,1,3,0
7,6,30,1,1,1,1
1,7,50,4,5,1,0
6,6,30,1,1,2,1
1,6,60,2,1,2,1
1,1,30,3,6,3,0
4,1,20,1,1,1,1
6,1,40,1,5,2,0
5,1,20,1,7,4,0
2,6,20,2,1,4,0
1,6,40,1,4,2,1
5,1,20,6,6,3,0
7,3,50,1,1,2,1
7,6,40,1,1,1,1
6,7,70,7,4,1,0
5,6,30,1,1,1,1
5,3,30,6,4,1,0
5,1,50,6,5,5,0
4,6,30,1,1,1,1
1,6,30,1,1,1,1
6,2,20,2,6,4,0
2,3,30,1,1,1,1
2,2,20,2,7,1,0
1,6,60,1,6,4,1
3,6,30,5,4,2,1
5,2,20,1,7,2,0
2,6,60,1,1,1,1
4,6,40,5,1,5,0
1,3,30,2,7,5,0
6,6,30,1,1,1,1
4,3,70,5,4,1,0
1,7,70,4,6,5,0
4,6,30,2,1,2,1
5,1,70,1,5,5,0
6,2,30,1,7,2,0
6,2,20,5,4,2,0
5,2,40,3,6,2,0
3,3,40,4,7,1,0
4,6,30,1,1,1,1
4,1,50,4,7,1,0
3,2,50,5,4,3,0
6,7,60,1,4,1,0
4,6,60,5,1,1,0
6,6,30,1,1,1,1
4,7,70,6,6,3,0
6,2,20,6,7,1,0
5,7,70,2,7,4,0
2,3,30,1,6,3,0
3,3,20,3,5,5,0
1,7,50,7,7,2,0
6,2,30,6,5,2,0
2,6,30,1,4,2,1
5,2,20,4,6,5,0
4,6,30,1,1,1,1
7,6,60,1,1,1,1
7,7,70,4,5,4,0
5,6,30,1,1,1,1
7,3,40,3,1,1,0
6,6,30,1,1,1,1
1,2,60,4,6,4,0
2,1,60,4,6,3,0
1,6,30,3,5,1,0
1,6,30,1,1,1,1
7,7,20,3,7,3,0
5,6,50,1,6,5,0
5,6,30,1,1,1,1
3,2,40,7,7,2,0
6,6,30,1,1,1,1
6,6,60,7,5,1,0
4,6,30,1,1,1,1
2,6,30,1,4,1,1
1,7,40,6,4,1,0
7,6,30,1,1,1,1
1,6,40,7,4,3,0
6,6,30,1,1,1,1
7,6,60,2,7,4,0
1,3,70,1,1,1,1
2,6,60,2,6,2,1
2,6,60,1,7,3,0
4,6,30,1,4,1,1
7,6,30,1,1,1,1
3,6,30,1,1,1,1
6,2,20,6,7,3,0
4,2,70,5,5,2,0
1,3,70,7,7,1,0
3,3,30,7,1,1,0
5,2,70,2,5,4,0
3,6,30,1,1,1,1
3,6,60,1,1,1,1
3,1,30,1,1,1,1
6,6,30,1,1,1,1
6,6,60,1,1,1,1
3,6,30,1,1,1,1
2,6,30,1,1,1,1
2,3,40,1,1,2,1
7,2,60,3,1,1,0
6,3,30,1,4,1,1
3,3,30,1,1,1,1
4,6,60,7,4,1,0
3,2,20,3,5,5,0
7,7,20,6,1,4,0
7,3,70,1,1,1,1
3,3,50,7,1,1,0
4,6,30,1,1,1,1
6,3,70,3,4,3,0
2,6,30,1,1,1,1
1,2,40,1,7,5,0
1,7,40,6,6,1,0
4,3,30,1,1,1,1
4,7,70,4,7,4,0
7,6,30,1,1,2,1
7,6,60,1,1,2,1
3,3,50,2,6,5,0
2,1,20,1,1,1,1
7,6,30,1,1,1,1
7,6,40,1,1,1,1
2,3,70,1,1,1,1
5,1,50,2,6,5,0
7,7,50,5,5,3,0
7,3,40,3,6,5,0
3,1,70,4,5,3,0
3,3,20,4,4,1,0
2,6,60,5,7,3,0
5,3,50,3,7,4,0
1,1,60,3,6,1,0
3,1,40,1,1,2,1
7,3,60,3,6,3,1
5,6,40,1,1,1,1
3,1,40,4,1,4,0
4,3,60,4,1,1,0
6,1,30,1,4,1,1
7,6,40,4,6,2,1
1,1,20,6,7,3,0
7,3,70,7,4,5,0
6,6,30,1,1,1,1
5,6,30,1,4,1,1
4,1,50,1,4,1,1
4,6,30,5,1,2,1
3,3,60,1,6,5,0
4,6,30,1,1,1,1
1,6,30,1,1,1,1
5,6,30,1,1,1,1
6,6,30,1,1,1,1
4,3,50,7,4,2,0
4,6,40,1,1,1,1
5,7,50,1,1,3,0
7,2,60,4,6,4,0
2,6,30,1,5,2,0
1,6,60,1,1,1,1
1,6,20,3,5,3,0
1,2,40,7,5,4,0
7,1,30,3,1,3,0
5,6,20,1,1,4,0
7,6,70,4,5,3,0
6,1,60,1,5,2,0
3,6,30,1,1,1,1
7,6,60,2,6,2,1
6,2,30,1,1,3,0
3,1,30,6,6,5,0
5,1,70,7,4,4,0
6,1,30,1,1,1,1
2,6,30,1,1,2,1
3,1,50,3,4,2,0
1,6,30,1,4,2,1
6,7,20,2,6,4,0
2,7,40,3,5,1,0
7,7,30,3,1,5,0
2,6,30,1,4,1,1
2,3,70,1,1,2,1
1,6,30,1,1,1,1
4,6,30,2,1,2,1
7,7,40,1,6,2,0
1,3,30,6,4,4,0
4,3,70,1,4,4,0
5,6,40,4,4,2,0
6,7,60,3,1,5,0
1,6,30,1,1,2,1
3,6,30,2,4,2,1
5,6,30,1,1,1,1
6,3,70,1,1,1,1
2,7,70,4,6,3,0
7,6,30,1,4,1,1
6,1,40,1,6,4,0
3,2,50,4,4,3,0
7,7,60,2,4,1,0
3,6,40,1,1,1,1
4,2,20,5,5,1,0
4,7,70,6,4,1,0
1,1,60,1,1,1,1
3,6,30,1,4,1,1
2,2,40,6,5,2,0
1,6,30,1,1,1,1
2,3,30,2,1,2,1
7,6,30,1,1,1,1
3,6,30,1,4,2,1
3,6,30,1,1,1,1
2,6,40,1,4,2,0
6,3,70,3,7,2,0
1,2,50,3,1,1,0
4,6,60,1,1,1,1
6,6,60,1,4,1,1
6,3,30,5,1,2,0
5,3,70,1,1,1,1
2,1,40,1,1,2,1
2,3,70,2,5,2,0
2,1,70,1,6,1,0
3,6,30,6,5,2,0
3,3,50,3,7,1,0
4,6,60,1,1,1,1
5,6,50,6,7,1,0
3,1,40,1,7,5,0
3,3,20,2,5,4,0
6,7,30,4,6,1,0
6,2,20,2,5,3,0
2,6,30,1,1,1,1
7,7,70,2,5,1,0
7,6,20,6,1,1,0
4,6,30,1,1,1,1
3,3,30,1,1,2,1
2,3,50,1,1,1,1
4,1,30,1,1,1,1
7,6,20,1,1,1,1
4,1,50,1,6,4,0
7,1,40,1,1,1,1
5,2,30,6,6,2,0
1,7,30,3,7,5,0
5,1,60,4,4,1,0
7,7,60,2,6,2,0
4,6,60,1,1,1,1
5,6,60,3,1,1,0
5,1,20,2,7,2,0
1,7,60,2,4,4,0
7,3,70,2,1,2,1
4,6,30,4,5,4,0
1,6,50,2,1,2,1
2,2,20,4,7,1,0
6,1,30,4,6,1,0
1,6,30,2,1,2,1
1,6,60,2,1,2,1
4,7,40,4,4,4,0
1,6,40,2,1,2,0
5,6,50,7,1,2,0
7,6,40,1,1,1,1
4,6,30,2,1,2,1
5,3,70,1,7,2,1
7,3,20,3,1,1,0
6,6,40,1,4,1,1
1,7,60,2,7,5,0
1,1,30,1,1,1,1
5,2,20,2,7,1,0
4,2,60,3,1,4,0
3,6,30,7,1,1,0
3,2,70,1,4,4,0
6,1,30,2,4,4,0
4,1,60,3,4,5,0
6,3,70,1,1,1,1
4,1,60,7,6,4,0
4,1,60,1,4,4,0
7,6,30,1,1,1,1
1,1,20,4,4,2,0
1,6,70,5,6,1,0
3,7,50,7,6,2,0
7,6,20,1,4,1,1
2,6,20,7,6,4,0
4,6,30,1,1,1,1
6,6,30,1,1,1,1
1,6,30,1,4,1,1
3,6,60,1,6,2,1
4,7,50,3,1,2,0
5,6,30,4,1,1,1
2,6,60,4,7,1,0
5,7,40,1,1,2,0
4,3,20,7,6,5,0
4,2,50,6,4,3,0
4,2,50,1,4,3,0
2,7,60,7,1,2,0
5,6,30,1,1,1,1
1,2,20,3,7,5,0
5,1,30,6,4,1,0
1,3,40,3,1,4,0
4,6,30,2,4,2,1
3,6,30,1,1,1,1
5,6,30,1,4,1,1
3,7,70,7,7,4,0
6,7,50,4,7,5,0
4,1,70,4,6,1,0
7,2,70,4,4,5,0
5,3,20,1,7,4,0
5,6,30,1,1,1,1
6,1,30,2,4,2,1
5,3,50,5,4,3,0
5,2,20,3,4,3,0
6,3,70,2,1,2,1
2,3,70,1,4,2,1
5,3,50,5,1,4,0
7,3,20,6,7,1,0
4,1,30,4,4,2,1
6,1,60,2,4,4,0
1,6,40,1,7,1,0
7,3,20,3,5,2,0
4,6,30,2,1,2,1
2,6,30,1,1,1,1
7,2,50,1,6,2,0
7,6,20,6,4,3,0
1,1,20,2,5,3,0
7,6,40,5,6,4,0
3,6,30,1,1,1,1
7,7,50,7,7,2,0
3,7,70,2,1,2,1
1,6,40,6,7,5,0
2,3,30,2,1,2,1
2,7,60,5,5,5,0
4,6,30,1,1,1,1
5,6,30,2,1,1,1
2,1,30,1,1,1,1
6,3,30,2,4,2,1
4,6,30,1,1,1,1
1,3,30,1,1,1,1
6,6,30,1,4,1,1
5,6,40,3,4,1,0
7,1,50,1,1,1,1
4,3,20,2,7,1,0
7,7,60,5,4,1,0
3,6,30,1,1,1,1
3,2,50,1,6,4,0
4,7,60,3,5,1,0
4,6,30,5,1,2,0
5,6,60,1,1,2,1
5,1,30,4,4,4,0
7,1,40,5,4,2,1
1,6,30,1,1,2,1
2,7,70,2,7,5,0
6,6,20,2,7,2,0
3,2,20,5,4,1,0
2,3,40,1,1,2,1
4,6,30,1,4,1,1
4,1,20,4,6,4,0
7,6,30,1,1,1,1
5,6,60,1,1,1,1
7,6,20,1,7,1,0
5,2,30,2,7,2,0
4,6,30,1,1,1,1
4,2,50,5,1,4,0
4,1,30,1,7,4,0
2,3,60,1,1,1,1
7,2,50,7,6,5,0
7,7,30,6,6,1,0
7,6,30,1,1,2,1
3,6,30,1,1,1,1
5,3,70,1,1,1,1
2,1,50,3,6,2,0
7,2,50,6,5,1,0
3,7,70,4,1,5,0
7,1,40,5,1,3,0
1,6,40,1,1,4,0
7,1,70,3,5,5,0
2,6,30,1,4,2,1
1,6,30,1,4,1,1
1,3,60,2,1,5,0
4,7,70,6,1,2,0
2,6,30,2,1,2,1
1,7,60,2,4,4,0
3,7,40,6,1,4,0
4,1,20,3,5,5,0
6,1,30,1,4,1,1
2,6,30,1,1,2,1
6,6,30,2,4,2,1
5,6,30,1,7,1,1
6,3,40,2,1,2,1
1,6,30,1,1,1,1
2,6,30,1,1,1,1
2,3,70,1,6,1,1
1,6,30,2,4,2,1
7,3,20,4,7,3,0
1,6,70,7,1,2,0
6,6,30,1,1,1,1
5,7,70,3,1,5,0
2,3,30,3,4,1,0
5,3,60,5,5,2,0
3,7,60,6,7,1,0
3,6,30,2,4,2,1
4,3,30,1,4,1,1
3,6,40,4,4,2,0
7,2,50,7,4,2,0
7,3,60,6,6,1,0
6,6,40,4,1,4,0
5,3,40,6,1,2,0
3,6,30,1,1,1,1
5,3,30,2,4,2,0
5,2,30,6,1,1,0
7,6,70,7,7,4,0
3,3,50,1,6,1,0
6,7,20,1,1,5,0
7,6,30,1,4,1,1
5,3,40,4,7,2,0
5,6,30,3,7,4,0
7,6,30,1,1,1,1
2,6,40,2,1,2,1
2,6,30,1,1,1,1
7,6,20,1,4,1,1
5,6,30,1,1,1,1
5,6,60,1,4,1,0
4,6,60,1,6,4,1
4,6,40,6,1,2,0
6,7,40,2,6,3,0
4,3,30,6,5,3,0
2,2,70,3,7,5,0
1,6,20,1,1,1,1
6,6,30,2,1,2,1
6,6,30,1,4,1,1
1,1,40,1,7,5,0
1,6,30,6,6,4,0
2,7,50,4,4,1,0
6,6,60,1,1,1,1
1,7,40,4,6,4,0
4,6,60,1,6,1,1
1,7,20,7,5,1,0
6,1,20,7,7,1,0
3,6,50,1,1,1,1
4,3,40,2,1,3,0
6,6,60,2,7,2,0
6,2,20,3,4,3,0
2,6,30,1,6,1,1
5,6,30,1,1,1,1
6,3,60,7,4,4,0
1,7,50,7,5,3,0
3,1,20,1,5,3,0
7,1,60,6,1,2,0
7,3,70,1,4,1,1
3,6,30,4,1,1,1
2,6,30,4,4,1,1
2,1,20,2,7,4,0
1,1,70,6,5,5,0
3,7,20,5,4,1,0
4,6,30,1,1,1,1
5,3,70,1,1,1,1
2,1,50,3,4,4,0
6,2,60,1,1,1,1
6,6,40,4,1,3,0
7,7,70,5,1,2,0
3,7,70,7,5,3,0
6,6,30,1,1,1,1
5,3,70,7,5,5,0
6,3,70,7,6,2,0
1,6,20,1,1,1,1
5,6,30,1,1,1,1
2,6,30,1,1,1,1
6,6,30,1,1,1,1
3,2,30,3,4,1,0
7,6,30,1,1,1,1
3,6,30,1,1,1,1
6,6,20,1,4,2,1
3,6,30,1,1,1,1
3,6,50,3,4,1,0
2,2,20,2,7,1,0
5,7,60,5,6,2,1
4,2,70,4,7,5,0
1,3,60,3,5,5,0
5,2,60,5,7,1,0
3,6,60,5,7,2,0
3,6,40,1,5,2,0
6,6,40,1,1,1,1
6,6,30,1,1,1,1
5,6,30,1,1,1,1
3,6,30,1,1,1,1
6,6,50,3,1,3,0
1,2,20,6,6,5,0
3,6,60,1,1,1,1
3,3,30,4,6,5,0
5,6,30,1,1,1,1
6,3,30,1,1,1,1
5,3,30,1,1,1,1
2,6,30,1,5,3,0
2,3,70,1,1,2,1
3,6,30,1,4,2,1
5,7,60,4,5,4,0
2,7,50,6,7,4,0
4,6,60,4,5,4,0
4,1,60,1,1,1,1
1,7,70,1,1,4,0
7,6,30,6,5,4,0
6,6,20,4,4,1,1
1,1,60,5,5,4,0
5,6,60,1,1,2,1
6,2,40,1,1,1,0
4,7,60,7,4,5,0
3,6,30,2,4,2,1
5,6,30,1,1,4,1
2,6,60,2,6,2,1
1,7,60,1,5,3,0
3,2,40,4,1,4,0
4,6,50,4,7,5,0
2,6,30,2,4,2,1
7,2,70,2,4,4,0
5,6,30,1,4,1,1
1,1,20,6,7,4,0
6,6,50,1,1,1,1
3,6,30,2,4,2,1
2,6,70,5,6,4,0
3,3,30,4,5,1,0
7,1,30,1,1,1,1
7,6,30,1,1,1,1
1,2,60,7,7,4,0
6,6,70,1,1,1,0
1,6,30,1,1,1,1
5,3,50,1,1,1,1
3,1,40,2,4,1,0
7,6,30,2,4,2,1
7,6,30,1,1,1,1
7,1,20,5,6,5,0
4,6,30,1,1,1,1
5,6,30,1,1,2,1
6,6,60,1,1,2,1
4,6,30,2,1,2,1
7,2,70,3,5,3,0
2,6,30,1,4,2,1
5,1,30,4,4,5,0
3,1,50,6,5,1,0
2,6,60,1,6,1,1
2,6,30,1,4,1,1
4,3,70,1,7,2,0
6,6,30,1,1,1,1
7,6,30,1,1,1,1
6,3,40,3,7,1,0
4,6,40,3,5,4,0
3,6,30,2,5,3,0
2,6,60,1,4,1,1
6,6,30,1,4,1,1
3,6,40,1,4,3,0
7,7,70,5,5,2,0
2,1,60,2,1,2,1
2,1,40,1,1,2,0
3,6,30,1,4,1,1
6,3,30,7,5,4,0
2,2,20,4,6,1,0
6,6,30,1,4,1,1
3,6,30,1,1,1,1
2,6,50,2,1,2,1
6,6,30,2,4,2,1
7,1,40,1,1,1,1
5,6,30,1,1,1,1
4,2,70,2,6,2,0
6,6,60,1,6,2,1
2,1,20,3,4,1,0
4,6,60,2,5,5,0
4,6,30,3,4,1,0
6,6,30,1,4,1,1
4,1,30,2,5,4,0
4,3,70,1,1,1,1
2,3,70,5,6,1,0
5,3,20,7,1,4,0
7,6,30,2,1,2,1
4,1,60,4,1,1,0
2,6,30,1,1,1,1
3,6,30,6,1,4,0
5,1,20,5,6,2,0
1,3,50,6,6,1,0
7,7,70,2,7,3,0
3,6,30,1,1,1,1
4,1,20,1,5,1,0
2,6,30,1,1,1,1
5,1,30,4,7,2,0
3,6,30,1,1,1,1
6,2,40,1,7,3,0
1,2,60,3,4,1,0
3,3,30,1,4,1,1
2,6,60,1,1,1,1
3,1,30,6,1,1,0
4,6,30,1,1,1,1
3,6,70,4,5,1,0
7,3,70,6,5,2,0
2,7,40,1,6,1,0
3,6,60,1,1,1,1
5,6,40,1,4,2,1
3,6,70,2,5,2,0
4,6,30,1,1,1,1
1,1,20,2,4,3,0
4,6,60,1,1,1,1
1,7,60,2,7,3,0
5,6,50,3,7,1,0
4,2,70,7,5,1,0
3,1,60,5,1,5,0
7,6,20,1,4,4,1
7,1,30,1,1,1,1
1,1,50,6,6,3,0
5,2,40,4,7,1,0
2,6,20,1,1,2,1
2,2,50,6,1,5,0
1,3,70,2,4,1,0
1,1,20,5,1,2,0
1,7,30,4,7,5,0
1,6,20,7,5,1,0
4,2,40,1,6,4,0
3,7,60,2,7,5,0
5,6,60,1,1,1,1
7,6,30,1,1,1,1
3,6,20,1,5,3,0
6,3,70,1,1,1,1
4,6,40,1,1,1,1
2,6,30,1,1,1,1
3,3,60,4,5,5,0
6,6,30,4,1,2,0
6,1,20,4,1,5,0
7,1,60,1,1,2,1
4,6,20,1,1,1,1
6,1,50,3,5,2,0
6,3,30,5,7,4,0
7,1,50,4,1,2,0
2,6,30,1,1,1,1
4,2,50,2,4,5,0
6,3,50,5,6,4,0
3,1,30,1,1,2,1
5,6,60,1,1,1,1
5,6,30,2,4,2,1
2,6,20,1,1,1,1
1,2,30,2,4,2,1
7,7,30,1,1,5,0
4,6,30,1,1,1,1
3,2,50,4,6,3,0
6,6,20,1,1,1,1
6,3,40,1,1,1,1
1,3,70,7,4,5,0
3,6,30,1,1,1,1
6,6,30,1,1,1,1
2,6,30,2,1,2,1
7,7,40,3,4,1,0
3,3,20,4,7,4,0
6,2,60,1,7,5,0
7,6,30,1,1,2,1
3,6,30,1,1,1,1
3,6,30,2,1,2,1
6,6,30,4,6,3,0
3,6,50,5,7,1,0
6,6,30,1,1,1,1
7,1,60,7,5,5,0
7,3,30,1,1,1,1
2,1,20,6,1,3,0
1,6,60,1,4,1,1
1,1,70,3,6,3,0
6,6,30,1,1,1,1
4,6,30,1,4,1,1
7,6,30,1,1,1,1
4,7,70,5,7,4,0
2,7,20,1,1,5,0
7,1,70,7,4,2,0
3,7,20,2,7,3,0
7,1,70,1,1,1,1
2,6,20,2,7,2,0
2,6,60,2,1,2,1
7,6,50,5,4,2,0
3,6,30,2,1,2,1
6,1,40,4,1,2,0
2,6,20,2,4,2,1
3,6,30,1,4,1,1
1,2,70,2,1,5,0
4,6,60,1,1,1,1
6,6,30,1,1,2,1
1,3,70,7,4,3,0
6,6,30,1,1,1,1
3,6,60,1,1,1,1
7,1,60,7,4,1,0
5,6,30,1,1,2,1
3,6,40,1,4,1,1
5,1,50,1,1,4,0
7,7,30,4,1,3,0
2,7,70,2,1,5,0
5,6,20,1,1,1,1
5,2,70,5,6,1,0
5,1,40,6,1,1,0
3,3,20,3,6,3,0
1,6,60,1,1,1,1
4,6,30,2,1,2,1
4,6,40,1,4,2,1
1,2,20,3,6,5,0
6,1,30,2,1,2,1
2,1,30,7,6,5,0
6,6,20,4,1,1,1
4,6,40,1,4,1,1
1,6,60,2,4,1,0
5,2,30,1,4,1,1
1,2,50,2,4,1,0
7,2,60,6,7,5,0
3,6,60,4,1,2,0
5,2,20,7,4,3,0
5,6,30,1,4,1,1
3,7,60,1,4,3,0
1,6,40,3,4,2,1
3,6,30,1,1,1,1
4,2,70,5,5,5,0
4,6,60,7,6,1,0
7,6,60,1,6,2,1
3,3,60,2,7,2,0
1,6,30,1,4,1,1
4,3,30,6,6,3,0
7,6,60,1,1,1,1
5,3,50,6,4,4,0
3,6,40,1,4,1,1
7,6,30,2,1,2,1
7,6,30,2,4,2,1
5,6,30,1,1,1,1
6,7,60,7,1,2,0
7,6,30,1,1,1,1
6,2,70,3,1,1,0
2,6,30,1,1,1,1
1,7,50,3,5,3,0
3,3,50,1,1,1,1
6,6,20,1,1,1,1
4,6,30,2,1,2,1
5,6,30,4,4,1,0
2,1,40,1,1,1,1
3,2,40,7,6,1,0
7,7,20,6,1,1,0
2,7,50,1,6,1,0
6,7,70,2,4,2,0
2,6,30,1,1,2,1
1,6,70,2,5,5,0
3,6,50,2,4,2,1
3,2,50,2,4,2,0
1,6,60,3,5,3,0
7,1,60,4,1,3,0
6,1,20,7,4,2,0
3,6,30,1,1,2,0
5,6,30,1,1,1,1
2,2,30,2,1,2,0
7,7,50,2,1,2,1
6,1,30,5,7,2,0
3,6,60,2,1,2,1
5,6,30,1,1,2,1
4,6,30,1,4,1,1
4,7,30,7,5,2,0
6,6,30,1,1,1,1
6,7,60,6,7,1,0
7,6,30,1,1,1,1
4,6,60,2,1,2,1
7,6,50,1,4,1,0
7,1,20,1,6,3,0
1,6,30,1,1,1,1
4,6,30,1,4,1,1
4,3,40,1,5,3,0
5,6,40,1,7,2,0
6,3,70,1,1,1,1
7,6,50,5,6,4,0
2,6,30,1,1,1,1
2,6,30,1,4,2,1
5,1,30,1,1,1,1
6,1,70,7,7,2,0
6,6,30,1,4,2,1
4,1,20,6,5,1,0
3,6,30,1,1,1,1
4,6,30,1,1,1,1
5,6,30,1,1,1,1
1,6,60,1,1,2,1
1,7,30,1,5,1,0
2,6,40,1,1,1,1
5,1,30,1,4,1,1
6,3,30,5,4,1,0
2,3,40,1,1,1,1
5,2,70,4,5,4,0
5,6,30,1,1,1,1
7,1,70,2,5,4,0
2,6,60,2,1,2,1
1,3,70,4,4,1,1
1,1,70,3,1,5,0
6,6,30,1,1,1,1
4,3,30,1,1,1,1
2,3,30,4,7,1,0
1,6,60,3,5,5,0
3,1,40,6,7,4,0
6,6,60,2,1,3,0
2,6,30,2,1,2,1
4,6,30,1,1,2,1
6,6,30,1,1,1,1
3,1,30,1,4,2,1
5,6,30,1,1,1,1
4,6,30,2,4,2,1
6,6,30,1,1,1,1
3,1,40,6,6,2,0
3,7,70,6,6,2,0
6,6,60,1,1,1,1
2,6,50,1,1,1,1
7,6,30,1,1,1,1
2,3,70,6,6,3,0
2,1,30,1,1,2,1
7,2,30,6,4,2,0
2,3,50,3,6,4,0
5,7,60,1,1,1,1
6,2,30,7,6,1,0
7,2,40,1,7,1,0
3,1,70,3,5,5,0
6,6,30,2,4,2,1
6,3,20,6,6,4,0
3,6,60,1,1,2,1
4,6,30,1,1,1,1
3,3,20,4,6,3,0
4,1,30,6,5,1,0
4,6,20,1,1,1,1
5,3,30,1,1,1,1
5,3,50,1,1,1,1
4,6,30,1,1,1,1
6,1,30,7,4,5,0
4,3,70,5,1,2,1
2,6,30,1,1,1,1
6,3,70,1,1,1,1
5,3,70,6,1,3,1
7,3,40,1,7,1,0
3,7,30,6,4,3,0
4,2,70,3,6,1,0
7,6,30,1,1,1,1
7,1,60,1,6,5,0
4,3,70,7,5,1,0
1,7,20,2,7,5,0
1,1,30,1,1,2,1
5,2,70,5,5,2,0
5,6,20,1,1,4,0
4,3,30,1,1,1,1
4,6,30,1,4,1,1
5,2,60,4,6,1,0
6,1,50,1,5,3,0
3,3,70,4,6,1,0
2,3,40,1,1,2,1
5,6,30,1,1,1,1
5,6,30,1,4,1,1
4,6,30,1,1,1,1
7,3,30,1,1,2,1
3,1,60,1,7,3,0
2,7,20,4,1,5,0
5,7,40,5,4,5,0
1,2,70,3,5,5,0
2,6,30,2,4,2,1
5,3,20,5,4,2,0
5,6,30,1,4,1,1
3,6,50,4,7,2,0
6,6,60,1,6,2,1
6,1,20,5,6,2,0
2,2,30,3,5,1,0
6,3,60,1,5,3,0
5,2,40,5,5,4,0
4,6,30,1,1,1,1
5,3,40,1,4,3,0
3,6,30,1,1,1,1
1,7,70,4,1,2,0
4,6,30,1,1,1,1
3,3,20,2,6,2,0
6,6,30,2,1,2,1
3,6,30,1,1,1,1
5,2,50,2,4,5,0
4,3,30,1,1,1,1
4,1,50,4,5,3,0
7,1,20,1,1,1,1
7,6,60,1,1,1,1
1,6,50,4,7,3,0
7,3,50,1,1,1,1
3,6,30,1,1,1,1
1,6,30,2,1,2,1
1,1,50,4,7,1,0
3,6,30,1,1,1,1
3,6,30,4,4,1,1
6,1,40,1,1,2,1
7,2,50,4,4,3,0
2,1,40,6,4,4,0
4,1,30,1,1,1,1
3,6,30,1,1,1,1
4,6,30,1,1,2,1
7,3,30,3,1,2,0
5,6,30,1,4,1,1
4,2,50,5,6,3,0
3,6,50,2,4,3,0
4,1,30,1,1,1,1
2,2,60,2,4,5,0
4,6,30,1,1,1,1
2,3,70,2,1,2,1
2,6,40,2,1,2,1
5,7,50,6,5,2,0
2,6,60,1,1,1,1
7,1,30,1,1,1,1
3,2,60,5,5,5,0
2,6,30,1,1,1,1
2,6,30,1,4,1,1
2,2,50,2,7,2,0
7,3,70,7,7,4,0
3,6,30,1,4,1,1
2,6,60,1,1,1,1
2,6,50,1,1,1,1
4,7,70,4,1,4,0
3,6,30,1,1,1,1
6,2,70,7,1,2,0
4,3,40,1,1,1,1
6,3,70,4,5,2,0
4,3,70,4,1,1,1
7,2,20,3,7,3,0
6,7,70,5,6,1,0
1,2,30,5,6,2,0
5,7,60,7,4,2,0
3,7,30,3,6,3,0
4,6,30,2,1,2,1
6,3,60,5,6,4,0
3,6,60,5,1,2,1
4,3,30,4,1,3,0
3,3,50,1,4,4,0
2,6,30,1,4,1,1
4,6,30,4,1,1,1
7,6,60,5,1,2,1
5,7,70,7,6,5,0
4,1,30,6,1,4,0
5,7,70,4,4,4,0
4,2,20,2,5,5,0
3,6,30,1,1,1,1
4,3,50,1,7,3,0
